Make_Model,Price,Mileage,Fuel,Age,Previous_Owners,Horsepower,Gearing_Type,Displacement,Drive_Chain
Opel Corsa,8261.5,129616.6,Diesel,3.0,1.0,55.0,Manual,1461.0,front
Unknown,7700.0,62295.8,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,7790.0,32499.9,Benzine,3.0,2.0,51.0,Manual,1229.0,front
Opel Corsa,7790.0,32699.9,Benzine,2.0,2.0,51.0,Manual,1461.0,front
Opel Corsa,7750.0,31397.9,Diesel,2.0,1.0,55.0,Manual,1248.0,front
Opel Corsa,7928.3,27999.9,Benzine,3.0,2.0,51.0,Manual,1229.0,front
Opel Corsa,14913.3,5434.0,Benzine,1.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,13990.0,8000.0,Benzine,1.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,8455.0,63991.8,Benzine,2.0,2.0,66.0,Manual,1398.0,front
Opel Corsa,8583.0,16799.9,Benzine,2.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,9049.3,8050.0,Benzine,2.0,2.0,51.0,Manual,1461.0,front
Opel Corsa,8889.9,69649.8,Benzine,2.0,2.0,66.0,Manual,1461.0,front
Opel Corsa,9002.4,44999.9,Benzine,2.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,8880.0,31103.9,Benzine,1.0,1.0,52.0,Manual,1229.0,front
Opel Corsa,8879.0,29333.9,Benzine,1.0,1.0,52.0,Manual,1229.0,front
Opel Corsa,8850.0,18707.9,Benzine,1.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,8951.2,39599.9,Benzine,2.0,1.0,51.0,Manual,1461.0,front
Opel Corsa,8650.0,62114.8,Benzine,2.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,8600.0,26625.9,Benzine,1.0,1.0,85.0,Manual,1398.0,front
Unknown,8600.0,25857.9,Benzine,1.0,1.0,55.0,Manual,1398.0,front
Opel Corsa,9166.5,33825.9,Benzine,1.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,8600.0,58999.8,Benzine,1.0,1.0,55.0,Manual,1248.0,front
Unknown,8750.0,42491.9,Diesel,2.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,8700.0,54999.8,Benzine,2.0,1.0,51.0,Manual,1461.0,front
Opel Corsa,8700.0,14000.0,LPG/CNG,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,8900.1,48279.9,Benzine,2.0,1.0,51.0,Manual,1461.0,front
Opel Corsa,8699.0,34979.9,Benzine,2.0,1.0,52.0,Manual,1461.0,front
Unknown,8800.0,22674.9,Diesel,1.0,1.0,55.0,Manual,1398.0,front
Opel Corsa,9380.8,24464.9,Benzine,1.0,1.0,55.0,Manual,1398.0,front
Opel Corsa,9380.8,48999.9,Benzine,2.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,8800.0,9100.0,Benzine,2.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,8800.0,1647.4,Diesel,0.0,1.0,55.0,Manual,1248.0,front
Opel Corsa,8790.0,27335.9,Benzine,2.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,8777.3,17899.9,Benzine,2.0,1.0,51.0,Manual,1461.0,front
Unknown,8299.0,49319.9,Benzine,2.0,1.0,85.0,Manual,1461.0,front
Opel Corsa,8790.0,18999.9,Benzine,1.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,9061.0,24999.9,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,8550.0,39699.9,Benzine,2.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,8695.5,25561.9,Benzine,2.0,1.0,55.0,Manual,1248.0,front
Unknown,8500.0,56999.8,Benzine,2.0,1.0,51.0,Manual,1461.0,front
Opel Corsa,8500.0,21299.9,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,8500.0,30799.9,Benzine,2.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,9061.0,24999.9,Diesel,2.0,1.0,55.0,Manual,1248.0,front
Opel Corsa,8500.0,38999.9,Benzine,2.0,1.0,75.0,Manual,1461.0,front
Opel Corsa,8500.0,51999.9,Benzine,2.0,1.0,85.0,Manual,1461.0,front
Opel Corsa,8500.0,39859.9,Benzine,2.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,9061.0,22999.9,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,8695.5,48561.9,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,8299.0,39855.9,Benzine,2.0,1.0,66.0,Manual,1461.0,front
Unknown,8290.0,46369.9,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,8270.0,62629.8,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,8337.4,9500.0,Benzine,2.0,2.0,51.0,Manual,1461.0,front
Opel Corsa,9007.7,45146.9,Benzine,2.0,1.0,51.0,Manual,1461.0,front
Opel Corsa,8399.0,28455.9,Benzine,2.0,2.0,51.0,Manual,1229.0,front
Opel Corsa,8954.4,29999.9,Benzine,2.0,2.0,66.0,Manual,1398.0,front
Opel Corsa,8490.0,23224.9,Benzine,1.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,8490.0,26986.9,Benzine,1.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,8490.0,29445.9,Benzine,1.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,8685.3,32083.9,Benzine,2.0,1.0,85.0,Manual,1398.0,front
Opel Corsa,8490.0,11528.0,Benzine,1.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,8490.0,26986.9,Benzine,1.0,1.0,66.0,Manual,1398.0,front
Unknown,8685.3,34163.9,Diesel,2.0,2.0,66.0,Manual,1398.0,front
Opel Corsa,7990.0,30601.9,Benzine,1.0,2.0,51.0,Manual,1229.0,front
Opel Corsa,7980.0,56999.8,Benzine,2.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,8380.0,12961.0,Benzine,2.0,1.0,51.0,Manual,1461.0,front
Opel Corsa,8350.0,316999.1,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,8490.9,42470.9,Benzine,2.0,1.0,66.0,Manual,1461.0,front
Unknown,8300.0,10000.0,Benzine,2.0,1.0,85.0,Manual,1229.0,front
Opel Corsa,8847.8,42322.9,Benzine,1.0,2.0,66.0,Manual,1398.0,front
Opel Corsa,8299.0,41584.9,Benzine,2.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,14913.3,15015.0,Benzine,2.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,14321.0,3700.0,Benzine,1.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,13990.0,15150.0,Benzine,1.0,1.0,66.0,Automatic,1398.0,front
Unknown,13990.0,19499.9,Diesel,1.0,1.0,66.0,Automatic,1461.0,front
Opel Corsa,14311.8,7070.0,Benzine,1.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,13990.0,35.0,Benzine,0.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,13950.0,8500.0,Benzine,0.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,13900.0,12010.0,Benzine,2.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,14817.4,12500.0,Benzine,2.0,1.0,66.0,Automatic,1398.0,front
Unknown,13950.0,8000.0,Benzine,1.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,13900.0,8066.0,Benzine,1.0,1.0,66.0,Automatic,1461.0,front
Opel Corsa,8900.0,22399.9,Benzine,2.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,9104.7,41999.9,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,9104.7,43932.9,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,9104.7,42470.9,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,9540.7,45699.9,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,8990.0,11875.0,Benzine,2.0,1.0,51.0,Manual,1461.0,front
Opel Corsa,9185.5,36399.9,Benzine,2.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,9195.7,41885.9,Benzine,2.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,8980.0,16000.0,Benzine,2.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,9176.3,26682.9,Benzine,2.0,2.0,51.0,Manual,1229.0,front
Opel Corsa,9540.7,41466.9,Benzine,2.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,9540.7,71999.8,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,8950.0,71999.8,Benzine,2.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,9540.7,71999.8,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,8990.0,74699.8,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,9155.8,64999.8,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,9155.8,73999.8,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,9196.8,74899.8,Benzine,2.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,8990.0,37086.9,Benzine,2.0,1.0,74.0,Manual,1398.0,front
Opel Corsa,8950.0,38399.9,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,9104.7,54934.9,Benzine,2.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,8900.0,18834.9,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,8900.0,45811.9,Benzine,2.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,8900.0,39999.9,Benzine,2.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,8900.0,52703.9,Benzine,2.0,1.0,51.0,Manual,1461.0,front
Opel Corsa,8900.0,18866.0,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,9487.4,22508.9,Diesel,2.0,1.0,55.0,Manual,1248.0,front
Opel Corsa,9487.4,22696.9,Benzine,2.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,8900.0,13000.0,Benzine,1.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,8950.0,71999.8,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,8950.0,51999.9,Benzine,2.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,9130.3,29499.9,Benzine,2.0,1.0,51.0,Manual,1200.0,front
Opel Corsa,14680.0,10300.0,Benzine,1.0,1.0,66.0,Automatic,1461.0,front
Opel Corsa,9462.8,3000.0,Benzine,1.0,1.0,51.0,Manual,1229.0,front
Unknown,9400.0,16514.0,Benzine,1.0,1.0,55.0,Manual,1461.0,front
Opel Corsa,10116.3,1982.0,Benzine,1.0,1.0,85.0,Manual,1398.0,front
Opel Corsa,9790.0,17000.0,Benzine,2.0,1.0,85.0,Manual,1398.0,front
Opel Corsa,10001.9,8990.0,Benzine,1.0,1.0,85.0,Manual,1398.0,front
Opel Corsa,9750.0,21999.9,Benzine,1.0,1.0,55.0,Manual,1461.0,front
Opel Corsa,10393.5,19344.9,Benzine,1.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,10025.4,23799.9,Benzine,1.0,1.0,51.0,Manual,1461.0,front
Opel Corsa,9799.0,38087.9,Benzine,1.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,10127.0,4970.0,Benzine,1.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,9499.0,20364.9,Benzine,1.0,1.0,51.0,Manual,1398.0,front
Opel Corsa,9500.0,22899.9,Benzine,1.0,1.0,55.0,Manual,1398.0,front
Opel Corsa,9713.4,27607.9,Benzine,1.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,9495.0,21312.9,Benzine,1.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,9713.4,24699.9,Benzine,1.0,1.0,51.0,Manual,1461.0,front
Opel Corsa,9400.0,27491.9,Benzine,1.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,9616.2,27351.9,Benzine,1.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,10121.7,21140.9,Benzine,1.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,9390.0,9110.0,Benzine,1.0,1.0,66.0,Manual,1400.0,front
Unknown,9390.0,24999.9,Benzine,1.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,9606.0,24999.9,Benzine,1.0,1.0,85.0,Manual,1229.0,front
Opel Corsa,9718.5,7000.0,Benzine,1.0,1.0,85.0,Manual,1229.0,front
Opel Corsa,10127.0,19999.9,Benzine,1.0,1.0,51.0,Manual,1461.0,front
Opel Corsa,9500.0,24718.9,Benzine,1.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,9500.0,31947.9,Benzine,1.0,1.0,74.0,Manual,1364.0,front
Opel Corsa,10127.0,25613.9,Benzine,1.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,9500.0,1501.0,Benzine,1.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,9512.9,2000.0,Benzine,1.0,1.0,85.0,Manual,1229.0,front
Opel Corsa,9690.0,27499.9,Benzine,1.0,1.0,55.0,Manual,1461.0,front
Opel Corsa,10318.9,9524.0,Benzine,1.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,9718.5,20413.9,Benzine,1.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,14823.3,5797.0,Benzine,1.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,14823.3,15330.0,Benzine,1.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,15446.3,4063.0,Benzine,1.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,15048.3,13333.0,Benzine,1.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,14698.0,36541.9,Benzine,1.0,1.0,85.0,Automatic,1398.0,front
Opel Corsa,15027.9,12000.0,Benzine,1.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,14680.0,11465.0,Benzine,1.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,14490.0,10.0,Benzine,0.0,1.0,66.0,Automatic,1398.0,front
Unknown,14480.0,2000.0,Diesel,1.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,14485.0,15852.9,Benzine,1.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,14450.0,13250.0,Benzine,1.0,1.0,66.0,Automatic,1398.0,front
Unknown,14782.4,2900.0,Benzine,0.0,1.0,66.0,Automatic,1461.0,front
Unknown,14325.0,3650.0,Benzine,1.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,14290.0,3258.0,Benzine,1.0,1.0,66.0,Automatic,1461.0,front
Opel Corsa,14290.0,24099.9,Benzine,1.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,15222.5,9820.0,Benzine,1.0,1.0,66.0,Automatic,1398.0,front
Unknown,9890.0,32499.9,Benzine,1.0,2.0,55.0,Manual,1398.0,front
Unknown,10553.4,9847.0,Diesel,1.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,9950.0,15.0,Benzine,0.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,10178.8,25867.9,Benzine,1.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,9900.0,14890.0,Benzine,1.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,9900.0,10900.0,Benzine,1.0,1.0,55.0,Manual,1398.0,front
Opel Corsa,9895.0,20999.9,Benzine,1.0,1.0,51.0,Manual,1461.0,front
Opel Corsa,10122.6,16000.0,Benzine,1.0,1.0,51.0,Manual,1461.0,front
Opel Corsa,9980.0,19100.0,Benzine,2.0,1.0,74.0,Manual,1364.0,front
Opel Corsa,10542.7,32999.9,Benzine,1.0,1.0,55.0,Manual,1398.0,front
Unknown,10117.5,32299.9,Benzine,1.0,1.0,55.0,Manual,1461.0,front
Opel Corsa,9980.0,14200.0,Benzine,1.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,10178.8,10000.0,Benzine,1.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,9950.0,4939.0,Benzine,1.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,9900.0,20640.9,Benzine,2.0,1.0,55.0,Manual,1398.0,front
Opel Corsa,9900.0,19800.0,Benzine,1.0,2.0,55.0,Manual,1461.0,front
Opel Corsa,9900.0,7700.0,Benzine,1.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,9880.0,19247.0,Benzine,1.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,9880.0,15644.0,Benzine,2.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,10107.2,10490.0,Benzine,1.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,9850.0,5000.0,Benzine,1.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,10499.0,24486.9,Benzine,1.0,2.0,51.0,Manual,1229.0,front
Opel Corsa,9800.0,44199.9,Benzine,1.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,9800.0,19556.9,Benzine,1.0,1.0,85.0,Manual,1461.0,front
Opel Corsa,14790.0,7500.0,Benzine,0.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,15890.0,8000.0,Benzine,0.0,1.0,66.0,Automatic,1398.0,front
Unknown,17045.3,5000.0,Benzine,2.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,17892.3,565.0,Benzine,0.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,16890.0,10000.0,Benzine,0.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,17278.5,4.0,Benzine,0.0,1.0,85.0,Automatic,1461.0,front
Opel Corsa,18905.0,5.0,Benzine,0.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,17999.0,10.0,Benzine,0.0,1.0,66.0,Automatic,1400.0,front
Opel Corsa,18403.8,10000.0,Benzine,0.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,18311.7,5000.0,Benzine,0.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,17390.0,10.0,Benzine,0.0,0.0,66.0,Automatic,1400.0,front
Opel Corsa,15990.0,900.0,Benzine,0.0,1.0,66.0,Automatic,1461.0,front
Opel Corsa,16480.0,4900.0,Benzine,0.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,16450.0,2500.0,Benzine,0.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,15880.0,8000.0,Benzine,0.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,16316.9,5000.0,Benzine,2.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,15940.0,8000.0,Benzine,0.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,15846.3,5000.0,Benzine,0.0,1.0,66.0,Automatic,1461.0,front
Opel Corsa,15290.0,2500.0,Benzine,0.0,1.0,85.0,Automatic,1398.0,front
Opel Corsa,15290.0,7500.0,Benzine,0.0,1.0,66.0,Automatic,1398.0,front
Opel Corsa,15979.3,1500.0,Benzine,0.0,1.0,66.0,Automatic,1461.0,front
Opel Corsa,10970.0,15.0,Benzine,0.0,1.0,51.0,Manual,1461.0,front
Opel Corsa,11619.4,8.0,Benzine,0.0,1.0,55.0,Manual,1461.0,front
Opel Corsa,10935.9,15.0,Benzine,0.0,1.0,51.0,Manual,1461.0,front
Unknown,10690.0,15.0,Diesel,0.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,10490.0,15.0,Benzine,0.0,1.0,85.0,Manual,1461.0,front
Unknown,10990.0,5550.0,Benzine,0.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,10990.0,5000.0,Benzine,0.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,11715.3,3500.0,Benzine,0.0,1.0,66.0,Manual,1461.0,front
Opel Corsa,10990.0,3000.0,Benzine,0.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,11400.0,4100.0,Benzine,0.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,11652.0,15.0,Benzine,0.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,11480.1,10.0,Benzine,0.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,11200.0,1.0,Benzine,0.0,1.0,74.0,Manual,1400.0,front
Opel Corsa,11169.0,5.0,Benzine,0.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,11242.8,10.0,Benzine,2.0,1.0,51.0,Manual,1229.0,front
Opel Corsa,11247.9,3916.0,Benzine,0.0,1.0,66.0,Manual,1398.0,front
Unknown,11242.8,100.0,Diesel,0.0,1.0,51.0,Manual,1229.0,front
Unknown,11242.8,3500.0,Diesel,0.0,1.0,66.0,Manual,1398.0,front
Opel Corsa,10990.0,3000.0,Benzine,0.0,1.0,85.0,Manual,1398.0,front
Opel Insignia,12480.0,145944.6,Diesel,3.0,1.0,125.0,Manual,1461.0,front
Opel Insignia,16265.7,60999.8,Diesel,3.0,2.0,125.0,Automatic,1956.0,front
Opel Insignia,18311.7,48522.9,Benzine,3.0,1.0,125.0,Automatic,1598.0,front
Opel Insignia,17288.7,72582.8,Benzine,2.0,1.0,125.0,Automatic,1598.0,front
Opel Insignia,9872.0,156999.6,Diesel,3.0,1.0,100.0,Manual,1461.0,front
Opel Insignia,9580.0,160541.5,Diesel,3.0,1.0,125.0,Manual,1956.0,front
Opel Insignia,18413.0,37549.9,Diesel,2.0,1.0,184.0,Automatic,1998.0,front
Opel Insignia,18403.8,68949.8,Diesel,3.0,1.0,85.0,Automatic,1956.0,front
Opel Insignia,18402.7,51529.9,Diesel,3.0,1.0,125.0,Automatic,1461.0,front
Opel Insignia,17892.3,58617.8,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Insignia,18362.9,54762.8,Diesel,2.0,1.0,85.0,Automatic,1956.0,front
Unknown,17950.0,41999.9,Diesel,3.0,3.0,100.0,Automatic,1598.0,front
Opel Insignia,18311.7,29609.9,Diesel,2.0,1.0,100.0,Automatic,1461.0,front
Opel Insignia,17980.0,66105.8,Diesel,3.0,2.0,125.0,Automatic,1956.0,front
Opel Insignia,17480.0,62999.8,Diesel,3.0,1.0,125.0,Automatic,1956.0,front
Opel Insignia,17450.0,50907.8,Diesel,3.0,1.0,100.0,Manual,1598.0,front
Opel Insignia,17300.0,57865.8,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Unknown,17220.0,75184.8,Diesel,3.0,1.0,125.0,Automatic,1956.0,front
Opel Insignia,16990.0,69783.8,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Insignia,17380.8,109345.7,Diesel,3.0,1.0,143.0,Automatic,1956.0,front
Opel Insignia,17380.8,52060.9,Diesel,2.0,1.0,125.0,Automatic,1956.0,front
Opel Insignia,17850.0,14040.0,Benzine,2.0,1.0,125.0,Automatic,1598.0,front
Opel Insignia,17750.0,75689.8,Diesel,3.0,1.0,125.0,Automatic,1956.0,4WD
Opel Insignia,17500.0,75999.8,Diesel,3.0,1.0,125.0,Automatic,1956.0,front
Opel Insignia,17339.9,117499.7,Diesel,3.0,1.0,125.0,Automatic,2000.0,front
Opel Insignia,18100.7,91874.7,Diesel,3.0,1.0,125.0,Automatic,1956.0,front
Opel Insignia,16950.0,75989.8,Diesel,3.0,1.0,125.0,Manual,1956.0,front
Unknown,16900.0,59799.8,Diesel,2.0,1.0,125.0,Automatic,1956.0,front
Opel Insignia,17073.9,97210.7,Diesel,3.0,1.0,125.0,Automatic,1461.0,front
Opel Insignia,17590.1,64999.8,Benzine,2.0,1.0,125.0,Automatic,1598.0,front
Opel Insignia,16500.0,47999.9,Diesel,3.0,1.0,100.0,Automatic,1461.0,front
Unknown,16142.9,118655.7,Diesel,3.0,1.0,125.0,Automatic,1956.0,front
Opel Insignia,16735.1,72214.8,Diesel,2.0,1.0,125.0,Automatic,1461.0,front
Opel Insignia,15689.0,60243.8,Diesel,3.0,1.0,125.0,Automatic,1956.0,front
Opel Insignia,15500.0,94699.7,Diesel,3.0,1.0,125.0,Automatic,1598.0,front
Opel Insignia,15499.0,31999.9,Diesel,3.0,1.0,100.0,Automatic,1461.0,front
Opel Insignia,15300.0,78824.8,Diesel,2.0,1.0,100.0,Manual,1461.0,front
Opel Insignia,15651.9,62799.8,Diesel,2.0,1.0,125.0,Automatic,1461.0,front
Opel Insignia,14400.0,90499.8,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Insignia,14150.0,149999.6,Diesel,3.0,1.0,125.0,Automatic,1956.0,front
Opel Insignia,14322.0,92679.7,Diesel,2.0,1.0,125.0,Automatic,1956.0,front
Opel Insignia,14316.9,134999.6,Diesel,2.0,1.0,100.0,Manual,1461.0,front
Opel Insignia,14311.8,98999.7,Diesel,2.0,1.0,125.0,Manual,1956.0,front
Opel Insignia,13990.0,58999.8,Diesel,3.0,1.0,125.0,Automatic,1461.0,front
Opel Insignia,14301.5,119725.7,Diesel,2.0,1.0,125.0,Automatic,1956.0,front
Opel Insignia,15345.0,59999.8,Diesel,3.0,2.0,125.0,Automatic,1461.0,front
Opel Insignia,15242.7,79970.8,Diesel,2.0,1.0,100.0,Automatic,1598.0,front
Opel Insignia,14800.0,82380.8,Diesel,2.0,1.0,100.0,Automatic,1598.0,front
Opel Insignia,14590.0,82528.8,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Insignia,14823.3,84999.8,Diesel,3.0,2.0,125.0,Automatic,1956.0,front
Opel Insignia,15446.3,99999.7,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Insignia,14480.0,129399.6,Diesel,2.0,1.0,125.0,Automatic,1956.0,front
Opel Insignia,14990.0,63999.8,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Unknown,14990.0,86070.8,Diesel,3.0,1.0,85.0,Automatic,1956.0,front
Opel Insignia,14990.0,76799.8,Diesel,2.0,1.0,100.0,Automatic,1598.0,front
Opel Insignia,15334.8,74016.8,Diesel,3.0,1.0,85.0,Automatic,1956.0,front
Unknown,14980.0,48699.9,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Insignia,15324.5,78989.8,Diesel,2.0,1.0,100.0,Automatic,1461.0,front
Unknown,14980.0,54999.8,Diesel,3.0,1.0,100.0,Automatic,1600.0,front
Opel Insignia,13950.0,88999.8,Diesel,3.0,1.0,125.0,Automatic,1956.0,front
Opel Insignia,13899.0,84999.8,Diesel,3.0,2.0,100.0,Automatic,1461.0,front
Opel Insignia,13690.0,81297.8,Diesel,3.0,1.0,85.0,Automatic,1461.0,front
Opel Insignia,15324.5,90626.7,Diesel,3.0,1.0,125.0,Automatic,1956.0,front
Opel Insignia,14970.0,94999.7,Diesel,3.0,1.0,125.0,Automatic,1461.0,front
Opel Insignia,14970.0,117683.7,Diesel,3.0,1.0,125.0,Automatic,1956.0,front
Opel Insignia,15293.8,78899.8,Diesel,3.0,1.0,125.0,Automatic,1461.0,front
Unknown,14950.0,73599.8,Diesel,2.0,1.0,100.0,Automatic,1598.0,front
Opel Insignia,14900.0,72536.8,Diesel,2.0,1.0,100.0,Automatic,1598.0,front
Opel Insignia,13500.0,109999.7,Diesel,2.0,2.0,125.0,Automatic,1956.0,front
Opel Insignia,15980.0,88345.7,Benzine,3.0,1.0,125.0,Automatic,1598.0,front
Opel Insignia,16347.5,86152.8,Diesel,3.0,1.0,125.0,Automatic,1956.0,front
Opel Insignia,15950.0,70549.8,Diesel,2.0,1.0,85.0,Automatic,1956.0,front
Opel Insignia,17024.0,68419.8,Diesel,3.0,2.0,125.0,Automatic,1461.0,front
Unknown,16316.9,75999.8,Diesel,3.0,2.0,125.0,Manual,1461.0,front
Opel Insignia,15900.0,33899.9,Diesel,2.0,1.0,100.0,Automatic,1461.0,front
Opel Insignia,13480.0,94499.7,Diesel,3.0,1.0,100.0,Automatic,1598.0,front
Opel Insignia,15900.0,139999.6,Diesel,2.0,1.0,125.0,Automatic,1956.0,front
Opel Insignia,13150.0,86999.8,Diesel,2.0,1.0,125.0,Automatic,1956.0,front
